location,total_sqft,size,area_type,balcony,bath,price
Talaghattapura,3554.0,3,Super built-up  Area,1.0,4.0,340.0
Thanisandra,1260.0,2,Super built-up  Area,1.0,2.0,45.5
others,1095.0,2,Built-up  Area,1.0,2.0,39.0
others,1050.0,2,Super built-up  Area,2.0,2.0,65.0
Seegehalli,1176.0,2,Super built-up  Area,2.0,2.0,50.0
Thanisandra,1801.0,3,Super built-up  Area,2.0,3.0,115.0
Whitefield,1315.0,2,Super built-up  Area,3.0,2.0,55.0
NRI Layout,2400.0,2,Plot  Area,1.0,2.0,125.0
Uttarahalli,1308.0,3,Super built-up  Area,3.0,2.0,53.0
Sarjapur  Road,4250.0,4,Plot  Area,2.0,4.0,610.0
Thanisandra,1806.0,3,Super built-up  Area,2.0,6.0,116.0
Thanisandra,3671.0,4,Built-up  Area,1.0,4.0,220.0
Hoodi,2144.0,3,Super built-up  Area,2.0,3.0,140.0
Hoskote,1065.0,2,Built-up  Area,3.0,2.0,33.75
Balagere,1205.0,2,Super built-up  Area,1.0,2.0,67.0
Uttarahalli,1160.0,2,Super built-up  Area,2.0,2.0,40.58
others,750.0,4,Plot  Area,2.0,4.0,90.0
others,1200.0,3,Plot  Area,1.0,3.0,56.53
others,1681.0,3,Super built-up  Area,3.0,3.0,69.0
Bommasandra Industrial Area,1130.0,2,Built-up  Area,1.0,2.0,32.64
Iblur Village,3633.0,4,Super built-up  Area,1.0,5.0,335.0
Kanakpura Road,1843.0,3,Built-up  Area,2.0,3.0,90.0
Bommasandra Industrial Area,1065.0,2,Built-up  Area,1.0,2.0,30.75
Thubarahalli,1885.0,3,Super built-up  Area,2.0,3.0,85.52
R.T. Nagar,1500.0,2,Super built-up  Area,2.0,2.0,45.0
Panathur,1210.0,2,Super built-up  Area,2.0,2.0,69.0
TC Palaya,1126.0,2,Super built-up  Area,1.0,2.0,39.4
Rayasandra,1357.0,3,Super built-up  Area,2.0,2.0,59.0
Whitefield,1451.0,3,Super built-up  Area,2.0,2.0,46.4
Kodigehaali,1600.0,4,Plot  Area,3.0,3.0,185.0
Hennur Road,950.0,2,Super built-up  Area,1.0,2.0,55.0
Bellandur,960.0,2,Built-up  Area,2.0,2.0,48.0
others,1625.0,3,Super built-up  Area,3.0,3.0,92.0
Kaggalipura,2200.0,3,Plot  Area,1.0,4.0,150.0
Kanakpura Road,900.0,2,Super built-up  Area,1.0,2.0,46.29
others,1080.0,2,Built-up  Area,2.0,2.0,38.0
Cooke Town,2300.0,3,Super built-up  Area,1.0,3.0,250.0
Hosa Road,1708.0,4,Super built-up  Area,0.0,3.0,64.05
Yeshwanthpur,2500.0,6,Built-up  Area,2.0,5.0,185.0
Bellandur,1690.0,3,Super built-up  Area,2.0,2.0,116.0
others,2100.0,5,Built-up  Area,0.0,3.0,145.0
others,1269.0,2,Super built-up  Area,2.0,2.0,97.0
Haralur Road,1890.0,3,Built-up  Area,2.0,3.0,84.0
Electronic City Phase II,1165.0,2,Built-up  Area,1.0,2.0,33.64
BTM Layout,1196.0,2,Super built-up  Area,2.0,2.0,56.81
Old Madras Road,1630.0,3,Super built-up  Area,2.0,3.0,110.0
Whitefield,1063.0,2,Super built-up  Area,1.0,2.0,42.52
others,1025.0,2,Super built-up  Area,1.0,2.0,39.98
Chikkabanavar,1067.0,2,Super built-up  Area,1.0,2.0,38.0
Kanakpura Road,1299.0,2,Super built-up  Area,1.0,2.0,89.63
Panathur,1343.0,2,Super built-up  Area,1.0,2.0,76.0
Electronics City Phase 1,1330.0,3,Super built-up  Area,2.0,2.0,44.0
Mallasandra,1524.0,3,Super built-up  Area,3.0,2.0,72.0
Lingadheeranahalli,2236.0,4,Super built-up  Area,2.0,4.0,153.0
others,1410.0,3,Super built-up  Area,2.0,2.0,45.12
Balagere,1205.0,2,Super built-up  Area,1.0,2.0,79.0
others,1270.0,3,Super built-up  Area,2.0,2.0,95.25
others,1353.0,3,Super built-up  Area,2.0,2.0,110.0
others,1200.0,2,Plot  Area,1.0,2.0,68.0
others,1250.0,3,Super built-up  Area,1.0,2.0,70.0
others,1950.2,3,Super built-up  Area,2.0,3.0,261.0
Sarjapur  Road,1157.0,3,Super built-up  Area,1.0,2.0,69.0
Kanakapura,1181.0,1,Super built-up  Area,0.0,1.0,35.475
Yelahanka,602.0,1,Built-up  Area,1.0,1.0,33.0
Malleshwaram,3000.0,5,Built-up  Area,0.0,4.0,900.0
Hoodi,1108.0,2,Super built-up  Area,0.0,2.0,66.46
others,1040.0,2,Super built-up  Area,1.0,2.0,68.0
Sarjapur,1451.0,2,Super built-up  Area,1.0,2.0,87.0
Kanakpura Road,850.0,1,Super built-up  Area,1.0,1.0,37.32
others,2171.66,3,Super built-up  Area,2.0,3.0,298.0
others,900.0,2,Super built-up  Area,1.0,2.0,40.0
Kudlu,720.0,1,Super built-up  Area,1.0,1.0,33.0
Thanisandra,1573.0,3,Super built-up  Area,2.0,3.0,115.0
Sarjapur  Road,1026.0,2,Super built-up  Area,1.0,2.0,60.8
Electronic City Phase II,1400.0,3,Built-up  Area,2.0,2.0,40.44
Banashankari Stage III,2100.0,4,Built-up  Area,1.0,3.0,147.0
Sarjapur  Road,1150.0,2,Super built-up  Area,1.0,2.0,48.5
Raja Rajeshwari Nagar,1500.0,3,Super built-up  Area,2.0,3.0,88.0
Malleshwaram,2400.0,3,Super built-up  Area,2.0,3.0,380.0
HRBR Layout,1200.0,3,Plot  Area,2.0,3.0,240.0
Ramagondanahalli,1125.0,2,Super built-up  Area,2.0,2.0,75.0
Hennur,2722.0,3,Super built-up  Area,0.0,3.0,84.205
Marathahalli,1100.0,2,Super built-up  Area,1.0,2.0,50.0
Banaswadi,1105.0,2,Built-up  Area,2.0,2.0,57.0
Thanisandra,1110.0,2,Super built-up  Area,2.0,2.0,46.5
Dasanapura,708.0,1,Super built-up  Area,1.0,1.0,41.0
others,1600.0,3,Super built-up  Area,1.0,3.0,100.0
Thigalarapalya,3122.0,4,Super built-up  Area,2.0,6.0,250.0
Sarjapur  Road,1205.0,2,Super built-up  Area,2.0,2.0,37.0
5th Phase JP Nagar,1450.0,3,Super built-up  Area,2.0,2.0,73.0
others,750.0,4,Plot  Area,2.0,4.0,125.0
others,540.0,1,Plot  Area,0.0,1.0,22.0
Dasarahalli,1200.0,2,Built-up  Area,2.0,2.0,42.0
Nagarbhavi,1200.0,5,Plot  Area,1.0,5.0,260.0
Kalena Agrahara,1837.0,3,Super built-up  Area,2.0,2.0,95.0
Whitefield,1346.0,2,Super built-up  Area,1.0,2.0,76.01
Balagere,1012.0,2,Built-up  Area,1.0,2.0,68.0
others,1950.2,3,Super built-up  Area,2.0,3.0,193.0
others,1125.0,2,Super built-up  Area,2.0,2.0,55.0
Kaggadasapura,1500.0,3,Super built-up  Area,2.0,2.0,60.0
Harlur,1197.0,2,Super built-up  Area,1.0,2.0,79.9
BTM 2nd Stage,1100.0,2,Super built-up  Area,2.0,2.0,47.0
others,1563.0,3,Super built-up  Area,2.0,2.0,52.0
others,2240.0,7,Plot  Area,1.0,4.0,700.0
Hebbal Kempapura,3729.0,4,Super built-up  Area,2.0,4.0,384.0
Sarjapur  Road,1600.0,3,Plot  Area,1.0,3.0,120.0
Green Glen Layout,1715.0,3,Super built-up  Area,3.0,3.0,120.0
Bannerghatta Road,2400.0,4,Built-up  Area,1.0,4.0,180.0
Ramagondanahalli,1151.0,2,Super built-up  Area,2.0,2.0,42.5
Banaswadi,1200.0,6,Plot  Area,2.0,6.0,220.0
Uttarahalli,1123.0,2,Built-up  Area,2.0,2.0,60.0
Whitefield,1276.0,2,Super built-up  Area,1.0,2.0,69.5
Yelahanka,1315.0,2,Super built-up  Area,3.0,2.0,77.0
R.T. Nagar,1325.0,2,Super built-up  Area,2.0,2.0,52.0
Varthur,1600.0,3,Super built-up  Area,2.0,3.0,63.2
Kodichikkanahalli,1299.0,2,Super built-up  Area,3.0,2.0,58.0
Haralur Road,953.0,2,Super built-up  Area,1.0,2.0,90.0
Gunjur,1457.0,2,Super built-up  Area,3.0,2.0,60.0
Varthur,1000.0,2,Super built-up  Area,1.0,1.0,65.0
Mallasandra,1100.0,3,Built-up  Area,3.0,2.0,76.3
Yelahanka,1075.0,3,Super built-up  Area,1.0,2.0,33.53
Kanakpura Road,1450.0,3,Super built-up  Area,3.0,3.0,51.0
Iblur Village,5515.0,5,Super built-up  Area,2.0,6.0,425.0
Bellandur,950.0,1,Super built-up  Area,1.0,1.0,40.0
Basaveshwara Nagar,1200.0,5,Plot  Area,1.0,3.0,180.0
others,1013.0,2,Super built-up  Area,2.0,2.0,60.0
Hennur Road,1140.0,2,Super built-up  Area,2.0,2.0,56.0
others,2100.0,3,Super built-up  Area,3.0,3.0,220.0
Yelahanka,1430.0,3,Super built-up  Area,1.0,3.0,61.0
others,600.0,4,Plot  Area,0.0,3.0,95.0
others,1600.0,3,Carpet  Area,2.0,3.0,77.0
others,1190.0,2,Super built-up  Area,1.0,2.0,48.0
others,1625.0,3,Super built-up  Area,2.0,3.0,95.0
others,1210.0,2,Super built-up  Area,2.0,2.0,53.0
Lakshminarayana Pura,1615.0,3,Super built-up  Area,2.0,3.0,150.0
Kalena Agrahara,1180.0,2,Super built-up  Area,2.0,2.0,85.0
Nagasandra,1500.0,2,Plot  Area,0.0,2.0,91.0
Bellandur,850.0,2,Built-up  Area,1.0,2.0,45.0
Kothanur,1130.0,2,Super built-up  Area,2.0,2.0,55.0
CV Raman Nagar,907.0,2,Super built-up  Area,2.0,2.0,38.0
HRBR Layout,1300.0,2,Built-up  Area,3.0,2.0,90.0
Hennur Road,1891.0,3,Super built-up  Area,1.0,3.0,110.0
Hennur Road,1735.0,3,Super built-up  Area,3.0,3.0,78.0
Bisuvanahalli,1075.0,3,Super built-up  Area,1.0,2.0,33.0
Kumaraswami Layout,2040.0,7,Built-up  Area,3.0,4.0,123.0
others,1600.0,5,Plot  Area,2.0,5.0,140.0
others,1160.0,2,Built-up  Area,3.0,2.0,55.0
others,930.0,2,Super built-up  Area,1.0,1.0,55.0
Devanahalli,1010.0,2,Built-up  Area,1.0,2.0,58.0
Electronic City,1221.0,2,Super built-up  Area,2.0,2.0,68.0
Banashankari,2400.0,4,Plot  Area,3.0,4.0,470.0
Hoodi,1108.0,2,Super built-up  Area,1.0,2.0,87.48
Vidyaranyapura,1000.0,4,Plot  Area,2.0,4.0,120.0
Sarjapur  Road,1370.0,2,Super built-up  Area,1.0,2.0,70.0
Banashankari Stage V,920.0,2,Super built-up  Area,1.0,2.0,41.5
Bhoganhalli,1277.0,2,Super built-up  Area,1.0,2.0,79.89
Horamavu Agara,1213.0,2,Super built-up  Area,2.0,2.0,38.1
Singasandra,1653.0,3,Super built-up  Area,2.0,3.0,85.0
Sarjapur,2400.0,4,Plot  Area,3.0,3.0,140.0
others,3000.0,4,Super built-up  Area,3.0,5.0,500.0
Kothanur,1600.0,4,Plot  Area,3.0,4.0,250.0
Kanakpura Road,1570.0,3,Super built-up  Area,2.0,3.0,68.0
others,1053.0,2,Super built-up  Area,3.0,2.0,44.0
others,1325.0,3,Super built-up  Area,3.0,2.0,56.0
others,1169.0,2,Super built-up  Area,1.0,2.0,50.11
others,1274.0,2,Super built-up  Area,1.0,2.0,90.0
Whitefield,1317.0,2,Super built-up  Area,2.0,2.0,52.0
Lakshminarayana Pura,1195.0,2,Built-up  Area,1.0,2.0,75.0
Whitefield,4122.0,4,Super built-up  Area,0.0,4.0,137.0
Kammasandra,940.0,2,Super built-up  Area,2.0,2.0,35.0
Budigere,1820.0,3,Built-up  Area,2.0,3.0,95.5
Kanakpura Road,1450.0,3,Super built-up  Area,3.0,3.0,53.6
Whitefield,1615.0,3,Built-up  Area,0.0,3.0,96.9
Nagarbhavi,2200.0,3,Built-up  Area,3.0,2.0,99.0
Subramanyapura,985.0,2,Super built-up  Area,1.0,2.0,62.5
Electronics City Phase 1,1116.0,2,Built-up  Area,1.0,2.0,33.0
Kaggadasapura,1105.0,2,Super built-up  Area,1.0,2.0,39.5
Whitefield,1220.0,2,Super built-up  Area,1.0,2.0,55.0
Hoodi,1400.0,3,Built-up  Area,2.0,3.0,74.0
others,2400.0,4,Built-up  Area,0.0,3.0,185.0
Anandapura,850.0,3,Plot  Area,0.0,3.0,63.0
Uttarahalli,1000.0,2,Built-up  Area,1.0,2.0,35.0
Bannerghatta Road,1660.0,3,Super built-up  Area,3.0,3.0,80.0
Old Madras Road,1165.0,2,Super built-up  Area,1.0,2.0,52.0
Budigere,1153.0,2,Super built-up  Area,2.0,2.0,56.0
Bannerghatta Road,1270.0,2,Built-up  Area,2.0,2.0,45.0
others,1070.0,2,Super built-up  Area,2.0,2.0,38.0
Banashankari Stage III,1420.0,3,Super built-up  Area,2.0,2.0,95.0
Kothanur,1600.0,4,Plot  Area,0.0,5.0,130.0
others,2031.0,2,Super built-up  Area,2.0,2.0,200.0
Bellandur,1454.0,2,Super built-up  Area,1.0,2.0,90.0
Whitefield,1116.0,2,Super built-up  Area,3.0,2.0,48.76
others,2000.0,4,Plot  Area,1.0,3.0,180.0
others,1062.0,2,Super built-up  Area,1.0,2.0,50.0
others,700.0,1,Super built-up  Area,1.0,1.0,25.5
JP Nagar,1405.0,2,Super built-up  Area,1.0,2.0,99.0
Doddathoguru,1100.0,2,Built-up  Area,2.0,2.0,50.0
Chikka Tirupathi,2153.0,3,Plot  Area,3.0,4.0,120.0
others,1200.0,3,Plot  Area,2.0,3.0,120.0
Ulsoor,2135.0,3,Super built-up  Area,2.0,3.0,170.0
Pai Layout,1068.0,2,Built-up  Area,3.0,2.0,48.0
Doddathoguru,940.0,2,Super built-up  Area,1.0,2.0,32.9
Hosa Road,1063.0,2,Super built-up  Area,1.0,2.0,32.79
Brookefield,1382.0,2,Super built-up  Area,2.0,2.0,84.5
Harlur,936.0,2,Super built-up  Area,1.0,2.0,45.0
KR Puram,1400.0,3,Super built-up  Area,3.0,2.0,60.0
Sarjapur  Road,475.0,1,Super built-up  Area,1.0,1.0,26.0
others,1200.0,2,Super built-up  Area,1.0,2.0,115.0
others,1450.0,3,Super built-up  Area,3.0,3.0,65.0
Kudlu,1162.0,2,Super built-up  Area,1.0,2.0,52.0
Hosa Road,1161.0,2,Super built-up  Area,1.0,2.0,48.75
Green Glen Layout,1623.29,3,Super built-up  Area,2.0,2.0,105.0
Brookefield,1260.0,2,Super built-up  Area,1.0,2.0,70.0
Billekahalli,1672.0,4,Plot  Area,2.0,3.0,190.0
Seegehalli,3000.0,3,Plot  Area,2.0,4.0,240.0
Murugeshpalya,1500.0,3,Super built-up  Area,0.0,2.0,70.0
Budigere,1030.0,1,Super built-up  Area,0.0,1.0,34.545
others,2000.0,3,Super built-up  Area,3.0,3.0,200.0
others,1675.0,1,Plot  Area,0.0,1.0,241.0
Electronic City,1200.0,3,Plot  Area,2.0,3.0,150.0
Nagarbhavi,1100.0,2,Super built-up  Area,2.0,2.0,46.2
Whitefield,1400.0,3,Super built-up  Area,3.0,2.0,56.0
Ramagondanahalli,2257.0,3,Super built-up  Area,2.0,3.0,155.0
Budigere,1153.0,2,Super built-up  Area,2.0,2.0,56.5
Sarjapur  Road,1197.0,2,Super built-up  Area,1.0,2.0,56.86
others,1150.0,2,Super built-up  Area,2.0,2.0,90.0
others,595.0,1,Super built-up  Area,1.0,1.0,40.0
Hoodi,1837.0,3,Super built-up  Area,1.0,3.0,110.0
Bellandur,1830.0,3,Super built-up  Area,3.0,3.0,91.86
Green Glen Layout,1715.0,3,Super built-up  Area,3.0,3.0,115.0
Electronic City,970.0,2,Super built-up  Area,1.0,2.0,35.0
Hebbal Kempapura,1200.0,4,Plot  Area,2.0,3.0,148.0
NRI Layout,2700.0,4,Built-up  Area,1.0,5.0,95.75
others,5480.0,3,Plot  Area,2.0,4.0,400.0
Vidyaranyapura,2400.0,4,Built-up  Area,1.0,5.0,135.0
Sarjapur  Road,3040.0,4,Super built-up  Area,2.0,4.0,135.0
Raja Rajeshwari Nagar,1168.0,2,Super built-up  Area,1.0,2.0,66.0
others,1500.0,3,Built-up  Area,2.0,3.0,75.0
Kumaraswami Layout,600.0,2,Plot  Area,1.0,2.0,72.0
5th Phase JP Nagar,1200.0,8,Plot  Area,3.0,7.0,250.0
others,850.0,2,Super built-up  Area,1.0,2.0,25.4
Ramamurthy Nagar,935.0,2,Super built-up  Area,2.0,2.0,39.0
others,1200.0,5,Plot  Area,1.0,5.0,235.0
others,654.0,1,Super built-up  Area,1.0,1.0,49.0
Domlur,1650.0,3,Built-up  Area,1.0,3.0,180.0
others,5656.0,3,Plot  Area,0.0,5.0,499.0
others,1300.0,2,Super built-up  Area,1.0,2.0,33.0
Kaggalipura,950.0,2,Super built-up  Area,1.0,2.0,60.0
others,1250.0,3,Super built-up  Area,2.0,3.0,54.0
others,1425.0,3,Super built-up  Area,2.0,2.0,65.0
Uttarahalli,1165.0,2,Built-up  Area,0.0,1.0,42.09
Kathriguppe,1390.0,3,Super built-up  Area,2.0,2.0,69.49
Kalena Agrahara,1510.0,3,Built-up  Area,2.0,3.0,78.0
Thanisandra,1305.0,2,Super built-up  Area,2.0,2.0,90.0
Vidyaranyapura,1200.0,6,Plot  Area,2.0,6.0,170.0
Kodigehaali,866.0,2,Built-up  Area,2.0,2.0,32.0
Hulimavu,1231.0,2,Super built-up  Area,1.0,2.0,84.5
Sompura,1360.0,3,Super built-up  Area,3.0,2.0,45.0
Yeshwanthpur,2500.0,3,Super built-up  Area,3.0,3.0,138.0
Whitefield,1140.0,2,Super built-up  Area,3.0,2.0,55.0
Whitefield,1295.0,2,Super built-up  Area,1.0,2.0,64.5
Hormavu,1020.0,2,Super built-up  Area,2.0,2.0,45.75
others,1200.0,2,Plot  Area,0.0,1.0,50.0
Vidyaranyapura,1100.0,2,Super built-up  Area,1.0,2.0,41.0
Bannerghatta Road,4723.0,4,Plot  Area,3.0,4.0,500.0
Kothannur,820.0,2,Super built-up  Area,2.0,2.0,37.0
Sarjapur,3508.0,4,Plot  Area,1.0,4.0,386.0
others,3700.0,4,Plot  Area,2.0,4.0,400.0
Kalena Agrahara,1354.0,2,Super built-up  Area,2.0,2.0,70.0
Basavangudi,2453.0,4,Super built-up  Area,2.0,3.0,250.0
Garudachar Palya,1154.0,2,Super built-up  Area,1.0,2.0,51.8
7th Phase JP Nagar,1680.0,3,Super built-up  Area,3.0,2.0,92.0
Electronics City Phase 1,1205.0,2,Super built-up  Area,2.0,2.0,60.0
Raja Rajeshwari Nagar,1400.0,3,Built-up  Area,2.0,2.0,86.0
others,1625.0,3,Carpet  Area,1.0,3.0,150.0
Electronic City,1500.0,3,Built-up  Area,1.0,3.0,73.0
Bannerghatta Road,1520.0,3,Super built-up  Area,3.0,2.0,80.0
others,1300.0,2,Built-up  Area,1.0,3.0,65.0
others,1150.0,2,Super built-up  Area,2.0,2.0,47.0
Kadugodi,1762.0,3,Super built-up  Area,3.0,3.0,109.0
Budigere,1153.0,2,Super built-up  Area,2.0,2.0,58.0
Yelahanka,2650.0,4,Super built-up  Area,1.0,4.0,223.0
Sompura,1350.0,3,Super built-up  Area,2.0,2.0,47.0
Billekahalli,950.0,2,Super built-up  Area,2.0,2.0,56.0
Jakkur,3295.0,3,Super built-up  Area,3.0,3.0,310.0
others,1515.0,3,Super built-up  Area,3.0,3.0,80.5
Neeladri Nagar,1100.0,2,Super built-up  Area,2.0,2.0,30.0
others,1250.0,2,Super built-up  Area,2.0,2.0,65.0
HBR Layout,1200.0,2,Built-up  Area,0.0,2.0,120.0
5th Phase JP Nagar,2500.0,7,Super built-up  Area,3.0,8.0,95.0
Hoskote,1200.0,4,Plot  Area,2.0,4.0,100.0
Yelahanka,1355.0,3,Super built-up  Area,2.0,2.0,51.5
others,1115.0,3,Super built-up  Area,1.0,3.0,39.14
8th Phase JP Nagar,1275.0,3,Super built-up  Area,2.0,3.0,45.0
Padmanabhanagar,2051.0,3,Super built-up  Area,2.0,3.0,170.0
BTM Layout,1470.0,3,Super built-up  Area,2.0,2.0,99.0
others,1550.0,3,Super built-up  Area,3.0,2.0,70.0
Bannerghatta Road,1270.0,3,Built-up  Area,1.0,2.0,73.0
Hebbal Kempapura,1600.0,3,Super built-up  Area,3.0,3.0,170.0
Kudlu Gate,1320.0,3,Super built-up  Area,2.0,2.0,50.0
Whitefield,1200.0,2,Super built-up  Area,3.0,2.0,70.0
others,1705.0,3,Super built-up  Area,1.0,2.0,86.96
Electronic City,995.0,2,Super built-up  Area,1.0,2.0,48.0
Horamavu Banaswadi,1081.0,2,Built-up  Area,1.0,2.0,52.0
Sonnenahalli,605.0,1,Super built-up  Area,1.0,1.0,30.24
Yelahanka,567.0,1,Built-up  Area,1.0,1.0,25.0
Rajaji Nagar,1718.0,2,Super built-up  Area,2.0,3.0,275.0
Banashankari Stage VI,2110.5,3,Super built-up  Area,0.0,2.0,70.385
2nd Stage Nagarbhavi,600.0,3,Plot  Area,1.0,5.0,135.0
Green Glen Layout,1715.0,3,Super built-up  Area,2.0,3.0,105.0
Bannerghatta Road,1846.0,3,Super built-up  Area,2.0,3.0,120.0
others,600.0,3,Plot  Area,1.0,3.0,90.0
Whitefield,1015.0,2,Super built-up  Area,3.0,2.0,56.0
Thanisandra,1100.0,2,Super built-up  Area,1.0,2.0,36.0
Thanisandra,1965.0,3,Super built-up  Area,2.0,4.0,125.0
NGR Layout,1021.0,2,Super built-up  Area,2.0,2.0,45.9
Haralur Road,1230.0,2,Super built-up  Area,1.0,2.0,67.65
Uttarahalli,1260.0,2,Super built-up  Area,2.0,2.0,55.0
Indira Nagar,2400.0,4,Plot  Area,1.0,4.0,700.0
Lingadheeranahalli,1894.0,3,Super built-up  Area,1.0,4.0,114.0
2nd Stage Nagarbhavi,1500.0,6,Plot  Area,2.0,4.0,233.0
Sector 2 HSR Layout,1231.0,2,Super built-up  Area,3.0,2.0,66.0
R.T. Nagar,1800.0,4,Built-up  Area,0.0,3.0,120.0
others,1650.0,3,Super built-up  Area,2.0,3.0,135.0
others,750.0,5,Plot  Area,1.0,3.0,88.0
Begur,1443.0,3,Super built-up  Area,2.0,2.0,70.0
Ramamurthy Nagar,886.0,4,Plot  Area,2.0,4.0,120.0
others,925.0,2,Super built-up  Area,1.0,2.0,68.0
others,1190.0,2,Super built-up  Area,2.0,2.0,46.41
Uttarahalli,1284.0,2,Super built-up  Area,2.0,2.0,53.36
others,350.0,4,Plot  Area,1.0,3.0,45.0
others,875.0,3,Plot  Area,1.0,3.0,115.0
Chikkalasandra,1325.0,2,Built-up  Area,1.0,2.0,59.0
others,2400.0,6,Plot  Area,2.0,5.0,750.0
others,1750.0,3,Built-up  Area,2.0,3.0,100.0
others,16335.0,4,Super built-up  Area,2.0,4.0,149.0
others,747.0,1,Super built-up  Area,2.0,1.0,27.0
Electronic City,1342.0,2,Super built-up  Area,1.0,2.0,90.0
others,1113.0,2,Super built-up  Area,1.0,2.0,52.0
others,1738.0,3,Super built-up  Area,2.0,3.0,110.0
Hebbal,1162.0,2,Super built-up  Area,1.0,2.0,59.0
Sarjapur  Road,1857.0,3,Built-up  Area,3.0,4.0,155.0
Rajaji Nagar,1763.0,2,Super built-up  Area,2.0,3.0,240.0
Uttarahalli,1150.0,2,Super built-up  Area,1.0,2.0,45.99
Koramangala,2400.0,4,Plot  Area,3.0,5.0,550.0
Chikkalasandra,1290.0,2,Super built-up  Area,2.0,2.0,72.0
HBR Layout,900.0,2,Built-up  Area,1.0,2.0,145.0
Sanjay nagar,1150.0,2,Built-up  Area,0.0,2.0,70.0
Banashankari,1040.0,3,Plot  Area,1.0,2.0,109.0
Yeshwanthpur,1160.0,2,Super built-up  Area,2.0,2.0,64.08
others,900.0,2,Super built-up  Area,2.0,2.0,27.0
Sarjapur  Road,1750.0,4,Plot  Area,1.0,3.0,185.0
Lingadheeranahalli,2240.0,4,Super built-up  Area,2.0,4.0,160.0
Electronics City Phase 1,891.0,2,Super built-up  Area,1.0,2.0,26.0
others,1000.0,5,Plot  Area,3.0,4.0,80.0
Ambedkar Nagar,1852.0,3,Super built-up  Area,2.0,3.0,125.0
Chandapura,1323.0,3,Super built-up  Area,1.0,2.0,42.0
Vittasandra,1404.0,2,Super built-up  Area,1.0,2.0,67.5
Dodda Nekkundi,1370.0,2,Built-up  Area,2.0,2.0,60.0
Gollarapalya Hosahalli,1129.0,2,Super built-up  Area,1.0,2.0,50.0
Mahalakshmi Layout,1876.0,3,Super built-up  Area,1.0,3.0,150.0
others,1720.0,3,Super built-up  Area,1.0,3.0,95.0
Jalahalli East,1200.0,4,Plot  Area,1.0,4.0,80.0
Mysore Road,1175.0,2,Super built-up  Area,2.0,2.0,86.68
others,500.0,1,Super built-up  Area,2.0,1.0,51.0
others,1200.0,5,Plot  Area,2.0,5.0,85.0
Electronic City Phase II,1200.0,1,Built-up  Area,0.0,1.0,295.0
Hosa Road,1893.0,3,Super built-up  Area,2.0,3.0,130.0
Whitefield,1430.0,3,Super built-up  Area,2.0,3.0,52.0
others,850.0,2,Built-up  Area,2.0,2.0,45.0
CV Raman Nagar,1392.0,2,Super built-up  Area,1.0,2.0,110.0
Kanakpura Road,1938.0,3,Super built-up  Area,3.0,3.0,105.0
others,1020.0,2,Super built-up  Area,2.0,2.0,52.0
others,2400.0,3,Plot  Area,1.0,2.0,360.0
HBR Layout,1832.0,3,Super built-up  Area,2.0,3.0,160.0
Konanakunte,1423.0,3,Super built-up  Area,2.0,2.0,85.0
Jakkur,1432.0,2,Super built-up  Area,1.0,2.0,85.0
others,1350.0,4,Plot  Area,3.0,4.0,235.0
BTM 2nd Stage,1500.0,8,Plot  Area,0.0,6.0,270.0
CV Raman Nagar,1480.0,3,Super built-up  Area,2.0,3.0,65.0
others,760.0,3,Plot  Area,2.0,4.0,95.0
Hulimavu,1916.0,3,Super built-up  Area,1.0,2.0,150.0
Yelenahalli,1160.0,2,Super built-up  Area,2.0,2.0,44.08
Old Madras Road,2640.0,2,Super built-up  Area,1.0,2.0,170.0
Bommanahalli,1160.0,2,Super built-up  Area,3.0,2.0,53.0
Lakshminarayana Pura,1200.0,2,Built-up  Area,1.0,2.0,80.0
Ramagondanahalli,1500.0,3,Carpet  Area,3.0,3.0,100.0
Electronic City Phase II,1336.0,3,Super built-up  Area,3.0,2.0,50.35
Choodasandra,1065.0,2,Built-up  Area,1.0,2.0,46.0
Hebbal,1294.0,2,Super built-up  Area,1.0,2.0,115.0
Rachenahalli,1550.0,3,Super built-up  Area,2.0,3.0,68.5
others,1005.0,2,Super built-up  Area,2.0,2.0,40.0
7th Phase JP Nagar,1430.0,3,Super built-up  Area,1.0,2.0,102.0
Frazer Town,4100.0,4,Super built-up  Area,3.0,4.0,660.0
Hoodi,1660.0,3,Super built-up  Area,2.0,3.0,125.0
Thanisandra,1430.0,3,Super built-up  Area,3.0,2.0,56.0
Hennur Road,1470.0,3,Super built-up  Area,1.0,2.0,75.0
Jalahalli,1045.0,2,Super built-up  Area,1.0,2.0,76.77
Hebbal,6225.0,4,Super built-up  Area,0.0,6.0,359.0
Anjanapura,950.0,2,Built-up  Area,0.0,2.0,30.0
Doddathoguru,1382.0,3,Super built-up  Area,1.0,3.0,65.0
BTM 2nd Stage,930.0,2,Super built-up  Area,2.0,2.0,46.0
others,1290.0,2,Super built-up  Area,2.0,2.0,71.95
Whitefield,1010.0,3,Built-up  Area,1.0,2.0,45.0
Dodda Nekkundi,1200.0,2,Super built-up  Area,2.0,2.0,71.0
others,1650.0,3,Built-up  Area,2.0,3.0,140.0
Budigere,1636.0,3,Super built-up  Area,2.0,3.0,88.0
Rajaji Nagar,2367.0,3,Super built-up  Area,2.0,3.0,320.0
Budigere,1153.0,2,Super built-up  Area,2.0,2.0,56.55
Hegde Nagar,2087.01,3,Super built-up  Area,2.0,4.0,160.0
