area_type,balcony,location,size,total_sqft,bath,price
Super built-up  Area,1.0,Yelahanka New Town,1,440.0,1.0,16.5
Super built-up  Area,2.0,Yelahanka New Town,3,1610.0,3.0,92.0
Super built-up  Area,2.0,Yelahanka New Town,3,1700.0,3.0,90.0
Super built-up  Area,1.0,Yelahanka New Town,1,650.0,1.0,20.0
Built-up  Area,1.0,Yelahanka New Town,1,350.0,1.0,13.5
Super built-up  Area,3.0,Yelahanka New Town,2,1385.0,2.0,65.0
Super built-up  Area,1.0,Yelahanka New Town,1,500.0,2.0,24.0
Built-up  Area,1.0,Yelahanka New Town,1,650.0,1.0,17.0
Built-up  Area,0.0,Yelahanka New Town,1,450.0,1.0,16.0
Super built-up  Area,2.0,Yelahanka New Town,2,960.0,2.0,50.0
Built-up  Area,3.0,Yelahanka New Town,3,1209.0,2.0,65.0
Super built-up  Area,2.0,Yelahanka New Town,3,1400.0,2.0,80.0
Super built-up  Area,1.0,Yelahanka New Town,1,450.0,1.0,15.0
Super built-up  Area,1.0,Yelahanka New Town,1,500.0,1.0,18.0
Super built-up  Area,1.0,Yelahanka New Town,3,1420.0,2.0,75.0
Plot  Area,0.0,Yelahanka New Town,2,2200.0,2.0,180.0
Built-up  Area,1.0,Yelahanka New Town,1,488.0,1.0,20.0
Super built-up  Area,1.0,Yelahanka New Town,2,1100.0,2.0,58.0
Built-up  Area,1.0,Yelahanka New Town,2,1000.0,2.0,44.0
Super built-up  Area,1.0,Yelahanka New Town,1,650.0,1.0,18.0
Plot  Area,2.0,Yelahanka New Town,3,1740.0,3.0,150.0
Built-up  Area,2.0,Yelahanka New Town,2,1290.0,2.0,70.0
Super built-up  Area,2.0,Yelenahalli,2,1240.0,2.0,47.12
Built-up  Area,2.0,Yelenahalli,2,1200.0,2.0,46.17
Super built-up  Area,2.0,Yelenahalli,2,1260.0,2.0,47.88
Super built-up  Area,2.0,Yelenahalli,2,1175.0,2.0,50.0
Super built-up  Area,3.0,Yelenahalli,3,1650.0,3.0,68.0
Super built-up  Area,2.0,Yelenahalli,2,1200.0,2.0,45.6
Super built-up  Area,2.0,Yelenahalli,2,1160.0,2.0,44.08
Super built-up  Area,3.0,Yeshwanthpur,3,1693.0,3.0,108.0
Super built-up  Area,1.0,Yeshwanthpur,1,667.0,1.0,36.85
Super built-up  Area,0.0,Yeshwanthpur,4,1950.0,4.0,130.0
Super built-up  Area,1.0,Yeshwanthpur,1,665.0,1.0,36.85
Super built-up  Area,2.0,Yeshwanthpur,2,1161.0,2.0,64.08
Super built-up  Area,1.0,Yeshwanthpur,1,671.0,1.0,36.85
Super built-up  Area,2.0,Yeshwanthpur,3,1852.0,3.0,160.0
Super built-up  Area,1.0,Yeshwanthpur,1,668.0,1.0,36.85
Super built-up  Area,2.0,Yeshwanthpur,2,1185.0,2.0,75.84
Super built-up  Area,2.0,Yeshwanthpur,2,1195.0,2.0,100.0
Super built-up  Area,1.0,Yeshwanthpur,3,1313.0,3.0,96.0
Super built-up  Area,2.0,Yeshwanthpur,2,1400.0,2.0,100.0
Super built-up  Area,1.0,Yeshwanthpur,1,673.0,1.0,36.85
Super built-up  Area,0.0,Yeshwanthpur,1,875.0,1.0,41.745
Super built-up  Area,1.0,Yeshwanthpur,1,669.0,1.0,36.85
Built-up  Area,3.0,Yeshwanthpur,3,3027.0,4.0,260.0
Super built-up  Area,1.0,Yeshwanthpur,1,670.0,1.0,36.85
Super built-up  Area,2.0,Yeshwanthpur,2,1240.0,2.0,80.0
Super built-up  Area,2.0,Yeshwanthpur,3,1713.0,3.0,110.0
Super built-up  Area,2.0,Yeshwanthpur,2,1144.0,2.0,67.0
Super built-up  Area,2.0,Yeshwanthpur,2,1541.0,2.0,130.0
Plot  Area,0.0,Yeshwanthpur,2,1362.0,2.0,100.0
Super built-up  Area,1.0,Yeshwanthpur,1,666.0,1.0,36.8
Super built-up  Area,3.0,Yeshwanthpur,3,1855.0,3.0,140.0
Super built-up  Area,1.0,Yeshwanthpur,2,1165.0,2.0,85.0
Super built-up  Area,2.0,Yeshwanthpur,2,1163.0,2.0,64.08
Super built-up  Area,2.0,Yeshwanthpur,2,1165.0,2.0,64.08
Super built-up  Area,2.0,Yeshwanthpur,3,1825.0,3.0,145.0
Super built-up  Area,0.0,Yeshwanthpur,1,994.0,2.0,54.67
Built-up  Area,0.0,Yeshwanthpur,1,650.0,1.0,40.0
Super built-up  Area,1.0,Yeshwanthpur,3,1500.0,3.0,100.0
Super built-up  Area,2.0,Yeshwanthpur,2,1164.0,2.0,64.08
Super built-up  Area,1.0,Yeshwanthpur,1,674.0,1.0,36.85
Super built-up  Area,1.0,Yeshwanthpur,1,672.0,1.0,36.85
Super built-up  Area,2.0,Yeshwanthpur,2,1162.0,2.0,64.08
Super built-up  Area,3.0,Yeshwanthpur,3,1692.0,3.0,108.0
Built-up  Area,2.0,Yeshwanthpur,6,2500.0,5.0,185.0
Super built-up  Area,2.0,Yeshwanthpur,2,1160.0,2.0,64.08
Super built-up  Area,3.0,Yeshwanthpur,3,1855.0,3.0,135.0
Super built-up  Area,3.0,Yeshwanthpur,3,1876.0,3.0,160.0
Super built-up  Area,2.0,others,3,2770.0,4.0,290.0
Super built-up  Area,0.0,others,1,600.0,1.0,38.0
Super built-up  Area,2.0,others,2,1500.0,2.0,185.0
Super built-up  Area,2.0,others,2,840.0,2.0,45.0
Plot  Area,2.0,others,3,4395.0,3.0,240.0
Super built-up  Area,1.0,others,2,845.0,2.0,55.0
Built-up  Area,3.0,others,3,2511.0,3.0,205.0
Super built-up  Area,2.0,others,3,1660.0,2.0,105.0
Built-up  Area,1.0,others,2,1200.0,2.0,65.0
Built-up  Area,1.0,others,3,1200.0,3.0,90.0
Built-up  Area,2.0,others,2,782.0,2.0,55.68
Super built-up  Area,3.0,others,3,1800.0,3.0,120.0
Super built-up  Area,2.0,others,3,1413.0,2.0,75.0
Super built-up  Area,1.0,others,2,945.0,2.0,54.0
Built-up  Area,3.0,others,3,1870.0,3.0,110.0
Super built-up  Area,2.0,others,3,1260.0,2.0,85.05
Super built-up  Area,1.0,others,2,1000.0,2.0,60.0
Super built-up  Area,1.0,others,3,1904.0,3.0,150.0
Super built-up  Area,1.0,others,3,2000.0,3.0,175.0
Super built-up  Area,2.0,others,3,1425.0,2.0,75.0
Plot  Area,2.0,others,3,1500.0,3.0,100.0
Built-up  Area,1.0,others,3,1783.0,3.0,115.0
Super built-up  Area,1.0,others,3,912.0,2.0,70.0
Super built-up  Area,3.0,others,3,1580.0,3.0,100.0
Super built-up  Area,3.0,others,3,1415.0,3.0,78.0
Super built-up  Area,2.0,others,3,2405.0,4.0,260.0
Plot  Area,1.0,others,2,1500.0,2.0,115.0
Built-up  Area,2.0,others,2,1060.0,2.0,60.0
Plot  Area,2.0,others,8,2600.0,8.0,180.0
Super built-up  Area,3.0,others,2,1285.0,2.0,72.5
Plot  Area,2.0,others,3,4050.0,3.0,280.0
Built-up  Area,1.0,others,2,1280.0,2.0,69.0
Super built-up  Area,2.0,others,3,3045.0,3.0,170.0
Plot  Area,1.0,others,2,900.0,2.0,110.0
Super built-up  Area,3.0,others,3,1560.0,3.0,115.0
Built-up  Area,2.0,others,3,1645.0,3.0,95.0
Plot  Area,0.0,others,2,1200.0,2.0,79.0
Plot  Area,0.0,others,3,1350.0,2.0,140.0
Super built-up  Area,0.0,others,3,1800.0,3.0,150.0
Super built-up  Area,1.0,others,3,1762.0,3.0,125.0
Super built-up  Area,2.0,others,2,1308.0,2.0,89.04
Super built-up  Area,0.0,others,3,1200.0,3.0,90.0
Built-up  Area,3.0,others,4,3309.0,4.0,325.0
Super built-up  Area,3.0,others,11,5000.0,9.0,360.0
Super built-up  Area,2.0,others,2,1150.0,2.0,126.0
Super built-up  Area,1.0,others,2,1270.0,2.0,98.0
Super built-up  Area,1.0,others,2,1200.0,2.0,74.0
Super built-up  Area,2.0,others,3,1753.0,3.0,120.0
Plot  Area,1.0,others,2,720.0,2.0,45.0
Built-up  Area,0.0,others,1,700.0,1.0,41.0
Built-up  Area,2.0,others,3,1595.0,3.0,115.0
Super built-up  Area,2.0,others,2,1353.0,2.0,110.0
Built-up  Area,0.0,others,1,1200.0,2.0,85.0
Built-up  Area,1.0,others,3,1325.0,2.0,90.0
Super built-up  Area,1.0,others,2,1056.0,2.0,80.0
Plot  Area,0.0,others,2,1200.0,2.0,65.0
Built-up  Area,1.0,others,1,540.0,1.0,36.0
Super built-up  Area,1.0,others,3,1578.0,3.0,180.0
Plot  Area,0.0,others,2,1600.0,2.0,115.0
Super built-up  Area,1.0,others,1,416.0,1.0,18.5
Built-up  Area,2.0,others,3,1630.0,3.0,85.0
Built-up  Area,1.0,others,1,834.0,1.0,60.0
Plot  Area,1.0,others,3,1125.0,4.0,70.0
Super built-up  Area,2.0,others,4,3000.0,5.0,260.0
Plot  Area,1.0,others,6,2160.0,5.0,250.0
Super built-up  Area,0.0,others,1,469.0,1.0,25.0
Super built-up  Area,2.0,others,2,1630.0,2.0,200.0
Super built-up  Area,2.0,others,3,2072.0,3.0,108.0
Built-up  Area,0.0,others,3,1200.0,2.0,70.0
Super built-up  Area,0.0,others,3,1350.0,3.0,77.0
Built-up  Area,0.0,others,4,5591.0,4.0,445.0
Super built-up  Area,2.0,others,3,1180.0,2.0,78.34
Super built-up  Area,2.0,others,2,1355.0,2.0,115.0
Plot  Area,0.0,others,1,600.0,1.0,50.0
Super built-up  Area,2.0,others,3,1875.0,3.0,165.0
Built-up  Area,3.0,others,3,2300.0,3.0,120.0
Super built-up  Area,1.0,others,3,1750.0,3.0,120.0
Plot  Area,1.0,others,3,1092.0,2.0,98.5
Super built-up  Area,1.0,others,3,1855.0,3.0,225.0
Built-up  Area,0.0,others,1,425.0,1.0,20.03
Plot  Area,1.0,others,1,600.0,1.0,60.0
Super built-up  Area,1.0,others,2,1468.0,2.0,140.0
Plot  Area,2.0,others,4,4300.0,5.0,550.0
Super built-up  Area,1.0,others,2,775.0,2.0,55.0
Super built-up  Area,0.0,others,3,1352.0,3.0,135.0
Super built-up  Area,1.0,others,3,1566.0,3.0,83.3
Super built-up  Area,1.0,others,3,1976.0,3.0,184.0
Plot  Area,0.0,others,3,1200.0,3.0,95.0
Super built-up  Area,1.0,others,2,1180.0,2.0,69.0
Super built-up  Area,1.0,others,1,686.0,1.0,17.0
Super built-up  Area,2.0,others,2,1282.0,2.0,87.0
Built-up  Area,2.0,others,3,1500.0,2.0,95.0
Super built-up  Area,1.0,others,2,1300.0,1.0,115.0
Built-up  Area,1.0,others,1,530.0,1.0,20.0
Super built-up  Area,3.0,others,2,1350.0,2.0,80.0
Super built-up  Area,2.0,others,3,1548.0,3.0,89.5
Super built-up  Area,0.0,others,2,1141.0,2.0,62.0
Super built-up  Area,1.0,others,1,950.0,1.0,40.0
Built-up  Area,0.0,others,5,1600.0,4.0,125.0
Built-up  Area,2.0,others,3,1480.0,3.0,90.0
Super built-up  Area,3.0,others,3,1600.0,3.0,90.0
Plot  Area,2.0,others,3,1500.0,3.0,115.0
Super built-up  Area,3.0,others,3,1824.0,3.0,125.0
Plot  Area,0.0,others,1,750.0,1.0,56.25
Plot  Area,3.0,others,4,6000.0,5.0,400.0
Built-up  Area,2.0,others,3,2400.0,3.0,170.0
Super built-up  Area,2.0,others,3,1500.0,2.0,98.0
Super built-up  Area,3.0,others,3,3095.0,3.0,350.0
Plot  Area,1.0,others,1,1200.0,1.0,28.0
Plot  Area,3.0,others,3,1500.0,3.0,100.0
Plot  Area,1.0,others,5,1560.0,5.0,145.0
Super built-up  Area,1.0,others,3,1560.0,3.0,188.0
Plot  Area,1.0,others,3,1200.0,3.0,68.4
Super built-up  Area,1.0,others,1,485.0,1.0,15.0
Plot  Area,1.0,others,3,1200.0,3.0,130.0
Super built-up  Area,1.0,others,2,1050.0,2.0,67.0
Super built-up  Area,1.0,others,3,1596.0,3.0,105.0
Plot  Area,1.0,others,3,1200.0,3.0,85.0
Built-up  Area,1.0,others,2,1132.0,2.0,67.0
Super built-up  Area,3.0,others,3,1515.0,3.0,88.0
Super built-up  Area,2.0,others,3,1655.0,3.0,86.06
Super built-up  Area,1.0,others,2,1380.0,2.0,80.0
Built-up  Area,2.0,others,3,3329.0,3.0,330.0
Super built-up  Area,3.0,others,4,3500.0,3.0,450.0
Super built-up  Area,2.0,others,2,1093.0,2.0,65.0
Carpet  Area,1.0,others,3,1535.0,3.0,95.0
Super built-up  Area,1.0,others,2,1100.0,2.0,62.7
Super built-up  Area,3.0,others,3,2197.0,4.0,280.0
Built-up  Area,1.0,others,2,1100.0,2.0,60.0
Plot  Area,1.0,others,4,1600.0,3.0,172.0
Built-up  Area,2.0,others,3,1450.0,2.0,85.0
Built-up  Area,1.0,others,4,2000.0,3.0,166.0
Built-up  Area,3.0,others,3,1756.0,3.0,100.0
Super built-up  Area,3.0,others,3,1532.0,3.0,92.0
Built-up  Area,0.0,others,3,1650.0,3.0,110.0
Built-up  Area,2.0,others,2,1200.0,2.0,66.0
Super built-up  Area,3.0,others,3,1525.0,2.0,122.0
Built-up  Area,1.0,others,2,1000.0,2.0,130.0
Plot  Area,1.0,others,2,3040.0,1.0,180.0
Super built-up  Area,1.0,others,3,1390.0,3.0,120.0
Super built-up  Area,2.0,others,2,1135.0,2.0,68.0
Super built-up  Area,1.0,others,2,900.0,2.0,55.0
Super built-up  Area,1.0,others,3,2500.0,3.0,250.0
Plot  Area,3.0,others,3,1000.0,4.0,66.0
Super built-up  Area,2.0,others,2,1269.72,2.0,68.0
Plot  Area,0.0,others,3,1168.0,3.0,70.0
Super built-up  Area,3.0,others,3,1515.0,3.0,93.93
Built-up  Area,2.0,others,6,2700.0,4.0,214.0
Super built-up  Area,2.0,others,3,2000.0,3.0,210.0
Plot  Area,1.0,others,5,2400.0,4.0,300.0
Super built-up  Area,3.0,others,3,1760.0,3.0,176.0
Built-up  Area,1.0,others,1,595.0,1.0,42.0
Built-up  Area,2.0,others,2,1170.0,2.0,86.0
Plot  Area,3.0,others,4,2200.0,4.0,235.0
Carpet  Area,3.0,others,3,1650.0,3.0,175.0
Super built-up  Area,3.0,others,3,1670.0,3.0,91.86
Built-up  Area,1.0,others,3,1250.0,2.0,80.0
Super built-up  Area,2.0,others,3,1494.0,2.0,94.55
Super built-up  Area,3.0,others,2,800.0,2.0,50.0
Super built-up  Area,2.0,others,2,1225.0,2.0,150.0
Super built-up  Area,3.0,others,4,3675.0,4.0,367.0
Plot  Area,2.0,others,2,1200.0,2.0,150.0
Plot  Area,1.0,others,2,1350.0,2.0,80.0
Super built-up  Area,1.0,others,3,1614.0,3.0,110.0
Super built-up  Area,3.0,others,2,1188.0,2.0,73.0
Super built-up  Area,2.0,others,3,1480.0,3.0,90.0
Plot  Area,0.0,others,2,680.0,2.0,42.0
Built-up  Area,3.0,others,2,955.0,2.0,53.55
Super built-up  Area,1.0,others,3,2479.13,3.0,215.0
Built-up  Area,0.0,others,2,1100.0,2.0,106.0
Super built-up  Area,2.0,others,3,1925.0,3.0,120.0
Super built-up  Area,1.0,others,1,650.0,1.0,26.0
Super built-up  Area,3.0,others,3,2000.0,3.0,207.0
Plot  Area,0.0,others,2,1050.0,2.0,110.0
Built-up  Area,1.0,others,3,1685.0,2.0,110.0
Super built-up  Area,3.0,others,3,1550.0,3.0,110.0
Built-up  Area,0.0,others,1,500.0,1.0,20.0
Super built-up  Area,2.0,others,3,3155.0,4.0,370.0
Super built-up  Area,3.0,others,3,1765.0,3.0,105.0
Super built-up  Area,3.0,others,2,1265.0,2.0,70.0
Built-up  Area,1.0,others,2,1012.0,2.0,59.0
Super built-up  Area,2.0,others,3,1270.0,2.0,70.0
Super built-up  Area,3.0,others,3,2045.0,4.0,154.0
Plot  Area,2.0,others,6,2400.0,4.0,280.0
Super built-up  Area,1.0,others,1,581.91,2.0,25.0
Plot  Area,2.0,others,3,1158.0,2.0,85.0
Super built-up  Area,2.0,others,2,925.0,2.0,51.0
Built-up  Area,3.0,others,2,1415.0,2.0,110.0
Super built-up  Area,2.0,others,3,1840.0,3.0,155.0
Built-up  Area,0.0,others,2,824.0,2.0,60.0
Super built-up  Area,1.0,others,3,1340.0,2.0,100.0
Built-up  Area,1.0,others,3,1620.0,2.0,110.0
Built-up  Area,2.0,others,3,1533.0,3.0,115.0
Built-up  Area,2.0,others,3,1560.0,3.0,85.0
Super built-up  Area,2.0,others,1,750.0,1.0,25.0
Super built-up  Area,3.0,others,3,1375.0,2.0,85.0
Super built-up  Area,3.0,others,3,1775.0,3.0,110.0
Built-up  Area,2.0,others,3,1500.0,3.0,88.0
Super built-up  Area,1.0,others,2,1140.0,2.0,76.0
Super built-up  Area,1.0,others,2,1198.0,2.0,84.0
Built-up  Area,1.0,others,4,4000.0,4.0,520.0
Built-up  Area,2.0,others,2,1370.0,2.0,75.0
Super built-up  Area,1.0,others,2,1000.0,1.0,55.0
Plot  Area,2.0,others,2,1200.0,2.0,125.0
Built-up  Area,1.0,others,1,1050.0,1.0,70.0
Plot  Area,0.0,others,3,1200.0,2.0,80.0
Built-up  Area,0.0,others,1,400.0,1.0,14.0
Plot  Area,0.0,others,5,1575.0,4.0,150.0
Super built-up  Area,2.0,others,2,1200.0,2.0,70.0
Super built-up  Area,2.0,others,3,1767.0,3.0,98.0
Super built-up  Area,1.0,others,2,1100.0,2.0,60.0
Super built-up  Area,1.0,others,2,1300.0,2.0,79.0
Super built-up  Area,3.0,others,4,3500.0,4.0,350.0
Built-up  Area,0.0,others,3,1000.0,2.0,110.0
Built-up  Area,2.0,others,3,1942.0,3.0,102.0
Plot  Area,1.0,others,1,800.0,1.0,100.0
Plot  Area,2.0,others,4,1800.0,4.0,145.0
Built-up  Area,1.0,others,3,2400.0,3.0,260.0
Super built-up  Area,2.0,others,3,1533.0,3.0,85.0
Super built-up  Area,3.0,others,2,1452.55,2.0,110.0
Built-up  Area,2.0,others,3,2357.0,3.0,151.0
Super built-up  Area,3.0,others,2,1170.0,2.0,105.0
Super built-up  Area,2.0,others,3,1411.0,3.0,91.72
Super built-up  Area,3.0,others,3,3095.0,3.0,375.0
Plot  Area,1.0,others,3,1100.0,3.0,78.0
Built-up  Area,3.0,others,3,1945.0,3.0,120.0
Super built-up  Area,1.0,others,3,1650.0,3.0,165.0
Plot  Area,1.0,others,3,1550.0,2.0,150.0
Built-up  Area,1.0,others,3,1150.0,2.0,75.0
Plot  Area,1.0,others,3,1200.0,3.0,74.0
Super built-up  Area,1.0,others,3,1229.0,3.0,86.03
Built-up  Area,3.0,others,2,1030.0,2.0,61.0
Built-up  Area,0.0,others,1,600.0,1.0,32.0
Super built-up  Area,1.0,others,2,1165.0,2.0,135.0
Super built-up  Area,3.0,others,3,1520.0,3.0,80.0
Built-up  Area,2.0,others,4,3000.0,4.0,240.0
Super built-up  Area,2.0,others,2,1315.0,2.0,90.0
Super built-up  Area,2.0,others,2,1210.0,2.0,72.0
Super built-up  Area,2.0,others,2,1170.0,2.0,68.0
Plot  Area,2.0,others,2,1600.0,2.0,110.0
Super built-up  Area,2.0,others,3,1370.0,2.0,75.0
Super built-up  Area,2.0,others,3,1980.0,3.0,224.0
Super built-up  Area,1.0,others,3,1700.0,3.0,97.0
Super built-up  Area,3.0,others,3,1900.0,3.0,160.0
Built-up  Area,1.0,others,2,1100.0,2.0,75.0
Built-up  Area,2.0,others,3,1929.0,3.0,115.0
Built-up  Area,3.0,others,4,3161.0,4.0,214.0
Plot  Area,1.0,others,3,3515.0,3.0,420.0
Built-up  Area,1.0,others,2,1226.0,3.0,135.0
Super built-up  Area,1.0,others,2,1100.0,2.0,70.0
Super built-up  Area,1.0,others,1,700.0,1.0,41.0
Plot  Area,0.0,others,3,3000.0,3.0,250.0
Super built-up  Area,3.0,others,2,1100.0,2.0,61.0
Plot  Area,0.0,others,1,1260.0,1.0,41.0
Plot  Area,0.0,others,1,1500.0,1.0,37.5
Built-up  Area,1.0,others,1,600.0,1.0,17.0
Super built-up  Area,3.0,others,3,2167.0,3.0,170.0
Super built-up  Area,2.0,others,2,1165.0,2.0,75.0
Plot  Area,0.0,others,3,1272.0,4.0,75.0
Plot  Area,2.0,others,5,1600.0,5.0,140.0
Super built-up  Area,1.0,others,3,1000.0,2.0,65.0
Built-up  Area,1.0,others,2,1463.0,1.0,142.0
Super built-up  Area,2.0,others,3,2401.0,3.0,185.0
Built-up  Area,3.0,others,3,1875.0,2.0,235.0
Plot  Area,1.0,others,3,1200.0,3.0,90.0
Built-up  Area,1.0,others,1,890.0,1.0,75.0
Plot  Area,2.0,others,3,2400.0,3.0,290.0
Super built-up  Area,2.0,others,3,1690.0,3.0,100.0
Plot  Area,0.0,others,2,1350.0,2.0,90.0
Super built-up  Area,2.0,others,3,1460.0,3.0,88.0
Super built-up  Area,2.0,others,3,1685.0,3.0,95.0
Plot  Area,0.0,others,1,800.0,1.0,52.0
Plot  Area,1.0,others,4,4000.0,5.0,280.0
Plot  Area,1.0,others,2,792.0,2.0,70.0
Plot  Area,2.0,others,5,2400.0,5.0,235.0
Plot  Area,1.0,others,1,461.82,1.0,31.7
Plot  Area,0.0,others,3,1500.0,2.0,85.0
Super built-up  Area,1.0,others,2,1260.0,2.0,75.0
Built-up  Area,2.0,others,3,1950.0,3.0,130.0
Super built-up  Area,2.0,others,3,1350.0,2.0,140.0
Plot  Area,3.0,others,4,4051.0,4.0,345.0
Super built-up  Area,2.0,others,2,1308.0,2.0,92.66
Super built-up  Area,3.0,others,3,2100.0,3.0,170.0
Built-up  Area,2.0,others,3,1991.0,3.0,160.0
Built-up  Area,2.0,others,3,1200.0,3.0,66.0
Plot  Area,3.0,others,4,3000.0,4.0,342.0
Plot  Area,1.0,others,2,1375.0,2.0,105.0
Super built-up  Area,2.0,others,3,1693.0,3.0,108.0
Super built-up  Area,2.0,others,3,1150.0,2.0,77.5
Super built-up  Area,2.0,others,2,1058.0,2.0,60.0
Built-up  Area,1.0,others,1,900.0,1.0,30.0
Super built-up  Area,2.0,others,3,1672.0,3.0,150.0
Built-up  Area,2.0,others,3,1250.0,3.0,139.0
Super built-up  Area,2.0,others,2,1468.0,3.0,130.0
Built-up  Area,0.0,others,3,1480.0,2.0,145.0
Super built-up  Area,2.0,others,3,2000.0,3.0,200.0
Plot  Area,3.0,others,4,4200.0,4.0,325.0
Super built-up  Area,2.0,others,3,1080.0,2.0,75.0
Super built-up  Area,1.0,others,3,2400.0,2.0,150.0
Super built-up  Area,1.0,others,2,1125.0,2.0,75.0
Built-up  Area,0.0,others,3,1596.0,3.0,95.0
Built-up  Area,3.0,others,3,1639.0,3.0,123.0
Super built-up  Area,1.0,others,1,525.0,1.0,26.0
Super built-up  Area,2.0,others,3,1740.0,3.0,199.0
Carpet  Area,1.0,others,3,1372.0,2.0,90.0
Built-up  Area,2.0,others,2,925.0,2.0,63.0
Plot  Area,0.0,others,2,1200.0,2.0,79.0
Plot  Area,2.0,others,4,1584.0,3.0,145.0
Super built-up  Area,1.0,others,3,1570.0,3.0,115.0
Built-up  Area,1.0,others,3,1750.0,3.0,180.0
Plot  Area,0.0,others,2,1500.0,1.0,160.0
Built-up  Area,2.0,others,1,705.0,1.0,36.5
Super built-up  Area,3.0,others,3,1340.0,3.0,77.0
Plot  Area,1.0,others,1,1260.0,1.0,41.0
Plot  Area,1.0,others,2,1200.0,2.0,125.0
Plot  Area,2.0,others,3,1200.0,3.0,130.0
Built-up  Area,2.0,others,3,1485.0,3.0,85.0
Super built-up  Area,1.0,others,4,3100.0,5.0,385.0
Plot  Area,0.0,others,3,3259.0,3.0,270.0
Built-up  Area,1.0,others,1,596.0,1.0,42.0
Super built-up  Area,1.0,others,3,1910.0,3.0,190.0
Built-up  Area,3.0,others,3,1750.0,3.0,149.0
Super built-up  Area,1.0,others,2,985.0,2.0,63.0
Super built-up  Area,1.0,others,2,1300.0,2.0,129.0
Super built-up  Area,3.0,others,3,1490.0,2.0,88.0
Super built-up  Area,0.0,others,1,650.0,1.0,30.0
Super built-up  Area,2.0,others,3,1500.0,2.0,89.99
Plot  Area,2.0,others,4,1350.0,4.0,145.0
Super built-up  Area,1.0,others,1,910.0,1.0,42.0
Built-up  Area,1.0,others,1,532.0,1.0,22.49
Super built-up  Area,1.0,others,3,1060.0,3.0,62.0
Super built-up  Area,3.0,others,2,1550.0,2.0,160.0
Built-up  Area,1.0,others,2,1000.0,2.0,80.0
Built-up  Area,0.0,others,3,1500.0,2.0,97.0
Super built-up  Area,2.0,others,3,1865.0,4.0,140.0
Plot  Area,1.0,others,3,1200.0,3.0,120.0
Built-up  Area,2.0,others,4,3500.0,4.0,245.0
Super built-up  Area,2.0,others,3,1320.0,2.0,73.0
Plot  Area,3.0,others,6,2150.0,6.0,205.0
Plot  Area,1.0,others,2,675.0,3.0,52.0
Super built-up  Area,2.0,others,3,1801.0,3.0,139.0
Plot  Area,1.0,others,2,2400.0,2.0,160.0
Built-up  Area,1.0,others,2,1150.0,2.0,75.0
Super built-up  Area,2.0,others,3,1390.0,2.0,80.0
Plot  Area,0.0,others,4,1500.0,4.0,110.0
Super built-up  Area,3.0,others,3,1839.0,3.0,165.0
Super built-up  Area,1.0,others,2,900.0,2.0,70.0
Plot  Area,2.0,others,3,1500.0,3.0,149.0
Plot  Area,0.0,others,1,750.0,2.0,50.0
Plot  Area,1.0,others,5,2400.0,4.0,225.0
Built-up  Area,3.0,others,3,1605.0,2.0,85.0
Super built-up  Area,1.0,others,1,1500.0,1.0,19.5
Plot  Area,0.0,others,2,1200.0,2.0,70.0
Super built-up  Area,3.0,others,3,1904.0,3.0,155.0
Super built-up  Area,3.0,others,3,2770.0,4.0,315.0
Built-up  Area,1.0,others,1,813.0,1.0,39.0
Plot  Area,3.0,others,4,3884.0,4.0,240.0
Plot  Area,1.0,others,3,3876.0,3.0,300.0
Super built-up  Area,2.0,others,3,1630.0,2.0,97.78
Built-up  Area,3.0,others,4,2425.0,4.0,173.0
Built-up  Area,1.0,others,2,1280.0,2.0,75.0
Super built-up  Area,1.0,others,1,735.0,1.0,75.0
Built-up  Area,0.0,others,1,500.0,1.0,24.0
Plot  Area,0.0,others,3,1200.0,4.0,145.0
Plot  Area,1.0,others,2,1200.0,2.0,100.0
Plot  Area,2.0,others,3,2776.0,4.0,195.0
Super built-up  Area,1.0,others,3,1265.0,2.0,82.0
Built-up  Area,3.0,others,3,1850.0,3.0,98.0
Plot  Area,2.0,others,4,2360.0,4.0,150.0
Super built-up  Area,1.0,others,2,1030.0,2.0,77.25
Super built-up  Area,2.0,others,3,2000.0,3.0,160.0
Built-up  Area,2.0,others,3,1575.0,3.0,93.0
Built-up  Area,2.0,others,3,1300.0,2.0,70.0
Super built-up  Area,1.0,others,2,1380.0,2.0,75.0
Plot  Area,3.0,others,3,3100.0,3.0,250.0
Super built-up  Area,2.0,others,4,3262.0,5.0,205.0
Built-up  Area,2.0,others,2,1190.0,2.0,100.0
Super built-up  Area,3.0,others,3,1827.0,3.0,100.0
Super built-up  Area,3.0,others,3,1500.0,3.0,95.0
Super built-up  Area,2.0,others,2,1180.0,2.0,63.0
Built-up  Area,0.0,others,3,1155.0,2.0,60.0
Super built-up  Area,1.0,others,2,1274.0,2.0,81.0
Super built-up  Area,2.0,others,3,1645.0,3.0,95.0
Super built-up  Area,3.0,others,2,1097.0,2.0,65.0
Built-up  Area,1.0,others,4,1600.0,3.0,165.0
Built-up  Area,2.0,others,2,900.0,2.0,110.0
Built-up  Area,1.0,others,2,1200.0,2.0,125.0
Super built-up  Area,3.0,others,2,1355.0,2.0,75.0
Plot  Area,2.0,others,4,7500.0,4.0,900.0
Super built-up  Area,3.0,others,4,4104.0,4.0,360.0
Plot  Area,1.0,others,2,2080.0,2.0,150.0
Super built-up  Area,2.0,others,2,1505.0,2.0,90.0
